DateTime,Open,High,Low,Close,Volume
2017/1/1 0:00,964.62,968.36,963.5,968.29,392573
2017/1/1 1:00,968.29,968.76,964.54,968,384541
2017/1/1 2:00,968,968.1,963.4,963.4,355937
2017/1/1 3:00,963.4,964.6,963.16,964.26,160422
2017/1/1 4:00,964.26,965,961.69,961.69,286675
2017/1/1 5:00,961.69,962.1,960.9,961.99,145351
2017/1/1 6:00,961.99,968.86,961.99,964.47,383587
2017/1/1 7:00,964.47,967.77,964,967.77,460085
2017/1/1 8:00,967.77,968.23,966.64,967.5,279361
2017/1/1 9:00,967.5,967.09,965.43,965.56,166466
2017/1/1 10:00,965.56,966.77,965.5,965.64,140310
2017/1/1 11:00,965.64,979.45,965.99,979.45,1373609
2017/1/1 12:00,979.45,979.06,974.23,977.99,1192059
2017/1/1 13:00,977.99,978.45,974.31,976.16,407224
2017/1/1 14:00,976.16,976.82,974.92,976.48,196575
2017/1/1 15:00,976.48,980,975.98,980,157701
2017/1/1 16:00,980,981.83,977.61,981.72,801843
2017/1/1 17:00,981.72,1009.87,981.14,1000.96,4502401
2017/1/1 18:00,1000.96,1004,994.27,997.15,1528573
2017/1/1 19:00,997.15,1006.19,997.15,1002,1718587
2017/1/1 20:00,1002,1001.96,995.56,998.5,1094131
2017/1/1 21:00,998.5,1006.98,997.99,1002.44,1700839
2017/1/1 22:00,1002.44,1007,1001.5,1005.04,908136
2017/1/1 23:00,1005.04,1006.41,1003.29,1004.35,383201
2017/1/2 0:00,1004.35,1005.5,994.84,1001.15,1564740
2017/1/2 1:00,1001.15,1002.79,996.54,996.95,555692
2017/1/2 2:00,996.95,1001.49,997,1000.29,705375
2017/1/2 3:00,1000.29,1015,1000.3,1012.07,1392015
2017/1/2 4:00,1012.07,1014.84,1002.08,1006.98,2850166
2017/1/2 5:00,1006.98,1012.53,1005.99,1011.54,1064042
2017/1/2 6:00,1011.54,1014.52,1011.08,1011.7,600121
2017/1/2 7:00,1011.7,1015.14,1011.5,1014.82,748133
2017/1/2 8:00,1014.82,1022.54,1014.82,1020.11,950393
2017/1/2 9:00,1020.11,1021.97,1012.35,1016.3,1091530
2017/1/2 10:00,1016.3,1019.87,1014.4,1017.37,858059
2017/1/2 11:00,1017.37,1022,1016,1020.06,1226505
2017/1/2 12:00,1020.06,1030.05,1018.75,1028.46,2002654
2017/1/2 13:00,1028.46,1033,1023.74,1028.01,1157724
2017/1/2 14:00,1028.01,1029,997.35,1017.99,4647798
2017/1/2 15:00,1017.99,1026,1015.28,1024.35,1281141
2017/1/2 16:00,1024.35,1029.75,1021.05,1029,1332515
2017/1/2 17:00,1029,1035,1023.6,1027.43,1835342
2017/1/2 18:00,1027.43,1027.68,1020.57,1027,1447265
2017/1/2 19:00,1027,1029.65,1020.42,1020.42,1037766
2017/1/2 20:00,1020.42,1022.24,1011.23,1013.27,2075323
2017/1/2 21:00,1013.27,1026.11,1003.73,1024.36,4969614
2017/1/2 22:00,1024.36,1026,1018.45,1020.36,1178096
2017/1/2 23:00,1020.36,1029.91,1020.25,1025.5,1437692
2017/1/3 0:00,1025.5,1025.51,1020.32,1022.76,568260
2017/1/3 1:00,1022.76,1037,1020.01,1032.02,2547327
2017/1/3 2:00,1032.02,1034.79,1030.9,1033.88,651139
2017/1/3 3:00,1033.88,1037.26,1021.87,1030.05,1300164
2017/1/3 4:00,1030.05,1036.03,1030,1033.5,596352
2017/1/3 5:00,1033.5,1035.97,1029.99,1032.36,590614
2017/1/3 6:00,1032.36,1032.26,1026.7,1030.53,332482
2017/1/3 7:00,1030.53,1030.12,1020,1020,834041
2017/1/3 8:00,1020,1021.85,1015,1020.95,966489
2017/1/3 9:00,1020.95,1020.98,1016,1016.03,325196
2017/1/3 10:00,1016.03,1020,1003,1013.19,1670492
2017/1/3 11:00,1013.19,1019,1011.5,1018.91,388697
2017/1/3 12:00,1018.91,1020.96,1017.9,1017.99,574267
2017/1/3 13:00,1017.99,1030,1017.8,1025.39,1871398
2017/1/3 14:00,1025.39,1025.45,1018,1022.4,1176993
2017/1/3 15:00,1022.4,1022.5,1016,1017.36,894020
2017/1/3 16:00,1017.36,1023.33,1017.36,1019.88,685036
2017/1/3 17:00,1019.88,1022.28,1018.53,1022.28,294020
2017/1/3 18:00,1022.28,1023.33,1021.09,1023.33,194664
2017/1/3 19:00,1023.33,1027,1021.7,1021.95,565003
2017/1/3 20:00,1021.95,1023.86,1018.11,1020.61,378896
2017/1/3 21:00,1020.61,1024.39,1018.64,1023.29,524140
2017/1/3 22:00,1023.29,1029.35,1022.96,1028.42,960376
2017/1/3 23:00,1028.42,1029.64,1026.13,1029.62,240391
2017/1/4 0:00,1029.62,1040.66,1028.36,1036.9,2960407
2017/1/4 1:00,1036.9,1045.47,1036.49,1038.55,1470042
2017/1/4 2:00,1038.55,1049.18,1038.55,1044.61,1313838
2017/1/4 3:00,1044.61,1045.77,1041.7,1041.73,848682
2017/1/4 4:00,1041.73,1051.55,1042.5,1049.67,711195
2017/1/4 5:00,1049.67,1054.8,1047.24,1050.81,709080
2017/1/4 6:00,1050.81,1069.45,1050.82,1064.17,2157400
2017/1/4 7:00,1064.17,1065.7,1057.56,1062.44,588213
2017/1/4 8:00,1062.44,1070,1062.27,1065.74,993541
2017/1/4 9:00,1065.74,1069.44,1060.5,1060.5,825941
2017/1/4 10:00,1060.5,1070,1057,1070,1001263
2017/1/4 11:00,1070,1084.08,1069,1083,1103935
2017/1/4 12:00,1083,1093.92,1065.21,1085.03,3255534
2017/1/4 13:00,1085.03,1095,1084.6,1093.59,1789740
2017/1/4 14:00,1093.59,1108,1089.77,1107.77,2913038
2017/1/4 15:00,1107.77,1108,1067,1090.65,6036934
2017/1/4 16:00,1090.65,1094.82,1081.88,1090,2504969
2017/1/4 17:00,1090,1105,1089.16,1103.93,1283683
2017/1/4 18:00,1103.93,1177.9,1101.25,1150.99,5421811
2017/1/4 19:00,1150.99,1159.99,1144,1150,3243616
2017/1/4 20:00,1150,1153.43,1112,1138.85,5420652
2017/1/4 21:00,1138.85,1151.71,1105.14,1105.14,5260262
2017/1/4 22:00,1105.14,1133.31,1102.76,1115.84,4151763
2017/1/4 23:00,1115.84,1175.98,1114.99,1166.41,4120512
2017/1/5 0:00,1166.41,1169.11,1143.54,1152,2819624
2017/1/5 1:00,1152,1154.06,1116.66,1125,1853208
2017/1/5 2:00,1125,1155.99,1126.01,1146.92,1531446
2017/1/5 3:00,1146.92,1151.98,1132.51,1135.59,1545370
2017/1/5 4:00,1135.59,1160,1134,1153.51,2720435
2017/1/5 5:00,1153.51,1171.24,1152.1,1166.58,2166199
2017/1/5 6:00,1166.58,1180.45,1167.93,1169.26,2000168
2017/1/5 7:00,1169.26,1174,1165.52,1168.55,781885
2017/1/5 8:00,1168.55,1174.46,1165.36,1165.36,533405
2017/1/5 9:00,1165.36,1165.37,1143.19,1160.13,1775056
2017/1/5 10:00,1160.13,1160.56,1032.3,1080,10865514
2017/1/5 11:00,1080,1122.2,1071.74,1085.15,4940917
2017/1/5 12:00,1085.15,1108.32,1084.16,1093.04,2157918
2017/1/5 13:00,1093.04,1095.11,976.13,995.88,15044293
2017/1/5 14:00,995.88,1012.33,876.08,941.07,12738982
2017/1/5 15:00,941.07,960,923.17,953.42,4598074
2017/1/5 16:00,953.42,993.26,937.78,984.64,4113828
2017/1/5 17:00,984.64,987.5,924,945.01,4333315
2017/1/5 18:00,945.01,962.49,938,955,2285819
2017/1/5 19:00,955,983,954.22,974.44,3704654
2017/1/5 20:00,974.44,976.96,931.8,952.05,3399354
2017/1/5 21:00,952.05,978.99,942.01,966.66,2259446
2017/1/5 22:00,966.66,969.72,952.99,969.72,1215453
2017/1/5 23:00,969.72,1013.04,961.85,1011.31,3128641
2017/1/6 0:00,1011.31,1022.52,988,1005.33,3562659
2017/1/6 1:00,1005.33,1022.54,1002.46,1022.54,1988367
2017/1/6 2:00,1022.54,1029.24,1010.83,1013.2,2140302
2017/1/6 3:00,1013.2,1020.15,945,948,4243921
2017/1/6 4:00,948,988.43,949,987.2,1893221
2017/1/6 5:00,987.2,990,967.75,971.67,1906919
2017/1/6 6:00,971.67,991.44,971.21,980.32,1574794
2017/1/6 7:00,980.32,985.97,972.5,980,943027
2017/1/6 8:00,980,987.12,975.99,981.34,639556
2017/1/6 9:00,981.34,984.01,932.19,950.44,2318376
2017/1/6 10:00,950.44,957.89,900,927.16,2685936
2017/1/6 11:00,927.16,941.67,905,922.13,1583667
2017/1/6 12:00,922.13,927.05,841.75,876.04,7847574
2017/1/6 13:00,876.04,887.67,857.56,882.63,2905800
2017/1/6 14:00,882.63,900,879.88,887.7,2768734
2017/1/6 15:00,887.7,896.96,864.08,893.01,3682393
2017/1/6 16:00,893.01,916,893.62,910.19,2131220
2017/1/6 17:00,910.19,925.38,896.68,902.98,2264332
2017/1/6 18:00,902.98,916.6,902.01,915.76,1532649
2017/1/6 19:00,915.76,916.71,877.81,888,2649447
2017/1/6 20:00,888,904.74,880.71,888,2030531
2017/1/6 21:00,888,893.24,876.68,886.8,1562454
2017/1/6 22:00,886.8,909.67,884.11,898.34,1633360
2017/1/6 23:00,898.34,898.47,886,893.37,1219832
2017/1/7 0:00,893.37,896.68,882.38,895.85,485107
2017/1/7 1:00,895.85,901.57,886,887.57,666056
2017/1/7 2:00,887.57,896,848.27,861.17,1854339
2017/1/7 3:00,861.17,865.83,811.19,840,5078260
2017/1/7 4:00,840,847.62,812.65,830,2037584
2017/1/7 5:00,830,835.01,805.03,826.6,2845530
2017/1/7 6:00,826.6,841.92,821,822.77,553887
2017/1/7 7:00,822.77,831.5,816.51,823.24,1189954
2017/1/7 8:00,823.24,831.5,816.95,823,940433
2017/1/7 9:00,823,828.58,810,810,534251
2017/1/7 10:00,810,884.28,805.65,879,1774221
2017/1/7 11:00,879,880,861,875,1202997
2017/1/7 12:00,875,880.77,867.57,871.01,451067
2017/1/7 13:00,871.01,897.51,873,880.68,1738431
2017/1/7 14:00,880.68,884.4,856,870.26,2030941
2017/1/7 15:00,870.26,892.57,866,889.83,1114843
2017/1/7 16:00,889.83,891.68,877.51,889.59,957678
2017/1/7 17:00,889.59,912.72,890.85,897.22,1522474
2017/1/7 18:00,897.22,908,897.22,904.08,842954
2017/1/7 19:00,904.08,907.55,881.19,896.38,1707400
2017/1/7 20:00,896.38,904.24,882.58,887.23,1004114
2017/1/7 21:00,887.23,893.62,883.03,886.96,877362
2017/1/7 22:00,886.96,893.87,880.11,891.31,779438
2017/1/7 23:00,891.31,903.5,887.89,896,1271515
2017/1/8 0:00,896,910.18,893.9,908.22,1496611
2017/1/8 1:00,908.22,907.51,888.32,894.95,1348928
2017/1/8 2:00,894.95,901.93,892.01,898.86,724055
2017/1/8 3:00,898.86,921.61,897.07,918.05,1598315
2017/1/8 4:00,918.05,920.21,911.64,917.09,695852
2017/1/8 5:00,917.09,937.51,915.44,937.51,978664
2017/1/8 6:00,937.51,939.33,917.5,929.65,1912068
2017/1/8 7:00,929.65,934,919.69,928.93,744985
2017/1/8 8:00,928.93,934.9,921.76,923.27,813556
2017/1/8 9:00,923.27,927.61,916.36,926.4,675807
2017/1/8 10:00,926.4,934.73,925.6,934.73,866649
2017/1/8 11:00,934.73,935.85,925.71,931.63,882592
2017/1/8 12:00,931.63,930.74,900.14,908.26,1284978
2017/1/8 13:00,908.26,916.11,902.18,909.58,1641158
2017/1/8 14:00,909.58,926.25,908.27,914.92,1139252
2017/1/8 15:00,914.92,924.8,913.05,921,584736
2017/1/8 16:00,921,921.97,893.35,905.02,2515849
2017/1/8 17:00,905.02,903.58,895.12,896.68,757739
2017/1/8 18:00,896.68,908.5,877.58,906.08,2173774
2017/1/8 19:00,906.08,909.21,896.91,901,888988
2017/1/8 20:00,901,907.53,895,901.67,559654
2017/1/8 21:00,901.67,910.81,899.19,908.5,506177
2017/1/8 22:00,908.5,914.43,906.39,906.39,448511
2017/1/8 23:00,906.39,911.38,898.46,907.29,794898
2017/1/9 0:00,907.29,912.43,903.84,909.25,595469
2017/1/9 1:00,909.25,911.04,883.16,889.06,2547063
2017/1/9 2:00,889.06,889.8,860.21,872.6,2306342
2017/1/9 3:00,872.6,885,869.52,885,1209166
2017/1/9 4:00,885,885,876.19,882.45,423765
2017/1/9 5:00,882.45,883.53,873.75,882.83,540107
2017/1/9 6:00,882.83,897.16,881.88,889.15,896442
2017/1/9 7:00,889.15,892.95,885.07,892.4,331348
2017/1/9 8:00,892.4,895.23,879.3,882,636866
2017/1/9 9:00,882,889.31,880.73,889.29,159016
2017/1/9 10:00,889.29,888.27,875.78,880.7,201767
2017/1/9 11:00,880.7,908.21,880.62,900.26,906533
2017/1/9 12:00,900.26,910.24,900.46,904.86,378304
2017/1/9 13:00,904.86,909.85,901.78,902.68,259784
2017/1/9 14:00,902.68,905,901,901,311751
2017/1/9 15:00,901,902.85,894.64,899.8,615769
2017/1/9 16:00,899.8,905.36,898.58,902.03,703611
2017/1/9 17:00,902.03,902.14,884.66,887.23,1314324
2017/1/9 18:00,887.23,895.86,885.28,890.09,464682
2017/1/9 19:00,890.09,890.65,884,888.14,781255
2017/1/9 20:00,888.14,894.09,887.4,894.04,363178
2017/1/9 21:00,894.04,896.96,888.33,892.51,498288
2017/1/9 22:00,892.51,897.11,892.18,896.77,402517
2017/1/9 23:00,896.77,900.62,893.07,900.31,513008
2017/1/10 0:00,900.31,905,894.56,895.46,360305
2017/1/10 1:00,895.46,907.85,897,907.8,607425
2017/1/10 2:00,907.8,916.99,907,909.22,1488942
2017/1/10 3:00,909.22,913.43,909.49,910.29,269246
2017/1/10 4:00,910.29,910.01,903.72,905.79,197810
2017/1/10 5:00,905.79,906.42,898.13,901.2,311858
2017/1/10 6:00,901.2,903.63,893.38,896.66,584248
2017/1/10 7:00,896.66,900.39,895.5,898.88,239147
2017/1/10 8:00,898.88,903.2,895.5,901.6,491836
