DateTime,Open,High,Low,Close,Volume
2020-01-01 00:00:00,7176,7176.5,7161.5,7163,19883834
2020-01-01 01:00:00,7163,7163,7153,7153,17540742
2020-01-01 02:00:00,7153,7210.5,7153,7190.5,50279662
2020-01-01 03:00:00,7190.5,7219.5,7190,7219,47914287
2020-01-01 04:00:00,7219,7220,7198,7201.5,41315811
2020-01-01 05:00:00,7201.5,7202,7191,7197,16635327
2020-01-01 06:00:00,7197,7198.5,7197,7198.5,7000221
2020-01-01 07:00:00,7198.5,7206,7198,7202,12152031
2020-01-01 08:00:00,7202,7209,7176,7183.5,34079044
2020-01-01 09:00:00,7183.5,7183.5,7155,7175.5,41818764
2020-01-01 10:00:00,7175.5,7181,7172,7172.5,12298748
2020-01-01 11:00:00,7172.5,7184.5,7168,7184.5,20070604
2020-01-01 12:00:00,7184.5,7214,7162,7172.5,61749073
2020-01-01 13:00:00,7172.5,7207,7172.5,7203.5,43069823
2020-01-01 14:00:00,7203.5,7210.5,7196.5,7199,27179568
2020-01-01 15:00:00,7199,7214,7189,7200.5,30514243
2020-01-01 16:00:00,7200.5,7234.5,7200,7210.5,63483002
2020-01-01 17:00:00,7210.5,7225,7196,7225,36432754
2020-01-01 18:00:00,7225,7230.5,7210.5,7220,35795888
2020-01-01 19:00:00,7220,7225.5,7207.5,7220.5,22716113
2020-01-01 20:00:00,7220.5,7220.5,7206.5,7208.5,12495680
2020-01-01 21:00:00,7208.5,7220,7207.5,7214.5,16840076
2020-01-01 22:00:00,7214.5,7219,7207,7212.5,11402704
2020-01-01 23:00:00,7212.5,7212.5,7168.5,7173.5,59413369
2020-01-02 00:00:00,7173.5,7179,7155,7179,40577559
2020-01-02 01:00:00,7179,7183,7164,7183,25303324
2020-01-02 02:00:00,7183,7183,7161.5,7161.5,19166123
2020-01-02 03:00:00,7161.5,7162,7127,7139.5,72159259
2020-01-02 04:00:00,7139.5,7139.5,7092,7096.5,74130106
2020-01-02 05:00:00,7096.5,7126,7086,7109.5,91345154
2020-01-02 06:00:00,7109.5,7118,7100.5,7109,33533584
2020-01-02 07:00:00,7109,7117,7090.5,7102,27745937
2020-01-02 08:00:00,7102,7107,7070.5,7077.5,83135302
2020-01-02 09:00:00,7077.5,7125.5,7077.5,7124,46127600
2020-01-02 10:00:00,7124,7132,7111,7131.5,29489453
2020-01-02 11:00:00,7131.5,7150,7131,7135,51964024
2020-01-02 12:00:00,7135,7137.5,7115.5,7115.5,30231271
2020-01-02 13:00:00,7115.5,7135.5,7115,7128.5,30282958
2020-01-02 14:00:00,7128.5,7133,7075.5,7106,98126704
2020-01-02 15:00:00,7106,7135,7098.5,7114,50538075
2020-01-02 16:00:00,7114,7127,7093,7104.5,43131427
2020-01-02 17:00:00,7104.5,7118,7005,7023,171920412
2020-01-02 18:00:00,7023,7023.5,6905.5,6941,274487973
2020-01-02 19:00:00,6941,6963.5,6928.5,6950,42996528
2020-01-02 20:00:00,6950,6969,6936,6956.5,44338819
2020-01-02 21:00:00,6956.5,6957,6918,6920,54874304
2020-01-02 22:00:00,6920,6962,6919.5,6952.5,33735397
2020-01-02 23:00:00,6952.5,6953.5,6941.5,6952,21521628
2020-01-03 00:00:00,6952,6952,6935,6942,20738591
2020-01-03 01:00:00,6942,6942.5,6901,6918,60505533
2020-01-03 02:00:00,6918,6924,6866,6870.5,106547882
2020-01-03 03:00:00,6870.5,6942,6855,6938,131329171
2020-01-03 04:00:00,6938,6944,6921.5,6929.5,32716909
2020-01-03 05:00:00,6929.5,7290,6929,7195,482317239
2020-01-03 06:00:00,7195,7237,7155.5,7201,190599082
2020-01-03 07:00:00,7201,7207.5,7180,7190,69175570
2020-01-03 08:00:00,7190,7218.5,7177,7190,71118986
2020-01-03 09:00:00,7190,7284,7190,7252.5,186018545
2020-01-03 10:00:00,7252.5,7349,7252,7336.5,246821560
2020-01-03 11:00:00,7336.5,7362.5,7280,7304.5,180005209
2020-01-03 12:00:00,7304.5,7339.5,7298,7330.5,83700920
2020-01-03 13:00:00,7330.5,7343.5,7302.5,7316.5,77428229
2020-01-03 14:00:00,7316.5,7377,7311.5,7341,84758943
2020-01-03 15:00:00,7341,7348,7234.5,7250,214419914
2020-01-03 16:00:00,7250,7314,7250,7312,84590812
